orf	rhod_classification	tara	contig
SAMEA2621423_1637224_44	type_1	MIC	SAMEA2621423_1637224
SAMEA2621839_1427054_5	type_1	MIC	SAMEA2621839_1427054
SAMEA2621423_699425_3	helio	MIC	SAMEA2621423_699425
SAMEA2622074_1425792_4	type_1	MIC	SAMEA2622074_1425792
SAMEA2619376_2780_12	type_1	MIC	SAMEA2619376_2780
SAMEA2619782_21286_4	type_1	MIC	SAMEA2619782_21286
SAMEA2619802_8158_5	type_1	MIC	SAMEA2619802_8158
SAMEA2620979_611737_14	Unclassified	MIC	SAMEA2620979_611737
SAMEA2619399_1126117_4	Unclassified	MIC	SAMEA2619399_1126117
SAMEA2619399_3098676_3	type_1	MIC	SAMEA2619399_3098676
SAMEA2622173_1390368_13	helio	MIC	SAMEA2622173_1390368
SAMEA2623488_649894_6	type_1	MIC	SAMEA2623488_649894
SAMEA2620979_1151402_17	helio	MIC	SAMEA2620979_1151402
SAMEA2620980_78950_4	type_1	MIC	SAMEA2620980_78950
SAMEA2619667_30600_4	type_1	MIC	SAMEA2619667_30600
SAMEA2622452_2661801_9	type_1	MIC	SAMEA2622452_2661801
SAMEA2621259_110584_12	type_1	MIC	SAMEA2621259_110584
SAMEA2622759_2659135_48	type_1	MIC	SAMEA2622759_2659135
SAMEA2623446_312823_1	type_1	MIC	SAMEA2623446_312823
SAMEA2620021_1282905_4	type_1	MIC	SAMEA2620021_1282905
SAMEA2619667_5283_3	type_1	MIC	SAMEA2619667_5283
SAMEA2620970_1559689_3	helio	MIC	SAMEA2620970_1559689
SAMEA2619818_53776_4	helio	MIC	SAMEA2619818_53776
SAMEA2620570_157556_5	type_1	MIC	SAMEA2620570_157556
SAMEA2621401_922516_8	type_1	MIC	SAMEA2621401_922516
SAMEA2621551_2415381_6	helio	MIC	SAMEA2621551_2415381
SAMEA2620570_72113_5	type_1	MIC	SAMEA2620570_72113
SAMEA2619766_9449_4	type_1	MIC	SAMEA2619766_9449
SAMEA2619548_2483572_4	type_1	MIC	SAMEA2619548_2483572
SAMEA2591074_148564_2	type_1	MIC	SAMEA2591074_148564
SAMEA2619548_2071805_6	type_1	MIC	SAMEA2619548_2071805
SAMEA2623350_869160_19	Unclassified	MIC	SAMEA2623350_869160
SAMEA2622336_713042_22	type_1	MIC	SAMEA2622336_713042
SAMEA2623446_1097789_5	type_1	MIC	SAMEA2623446_1097789
SAMEA2621259_1155762_5	type_1	MIC	SAMEA2621259_1155762
SAMEA2622673_750013_58	type_1	MIC	SAMEA2622673_750013
SAMEA2621021_1477045_2	helio	MIC	SAMEA2621021_1477045
SAMEA2621198_998276_3	type_1	MIC	SAMEA2621198_998276
SAMEA2622843_1669035_2	type_1	MIC	SAMEA2622843_1669035
SAMEA2620570_1747628_4	type_1	MIC	SAMEA2620570_1747628
SAMEA2623370_2474181_12	type_1	MIC	SAMEA2623370_2474181
SAMEA2621536_1271648_7	type_1	MIC	SAMEA2621536_1271648
SAMEA2619678_1441038_9	type_1	MIC	SAMEA2619678_1441038
SAMEA2622716_671626_6	type_1	MIC	SAMEA2622716_671626
SAMEA2620570_1097739_1	helio	MIC	SAMEA2620570_1097739
SAMEA2620970_14670_6	type_1	MIC	SAMEA2620970_14670
SAMEA2619678_1653047_1	helio	MIC	SAMEA2619678_1653047
SAMEA2621044_867585_1	helio	MIC	SAMEA2621044_867585
SAMEA2591084_1264116_18	type_1	MIC	SAMEA2591084_1264116
SAMEA2622518_1219681_1	type_1	MIC	SAMEA2622518_1219681
SAMEA2621401_154863_2	type_1	MIC	SAMEA2621401_154863
SAMEA2620970_655405_5	type_1	MIC	SAMEA2620970_655405
SAMEA2621401_340617_46	type_1	MIC	SAMEA2621401_340617
SAMEA2623275_180087_4	type_1	MIC	SAMEA2623275_180087
SAMEA2622219_37775_11	type_1	MIC	SAMEA2622219_37775
SAMEA2623774_307932_9	type_1	MIC	SAMEA2623774_307932
SAMEA2620081_762303_3	type_1	MIC	SAMEA2620081_762303
SAMEA2623116_2219454_19	helio	MIC	SAMEA2623116_2219454
SAMEA2591108_1316189_2	type_1	MIC	SAMEA2591108_1316189
SAMEA2623426_519468_2	type_1	MIC	SAMEA2623426_519468
SAMEA2619678_1957727_4	type_1	MIC	SAMEA2619678_1957727
SAMEA2619531_2379000_9	type_1	MIC	SAMEA2619531_2379000
SAMEA2620756_1071958_21	type_1	MIC	SAMEA2620756_1071958
SAMEA2591108_1084475_14	type_1	MIC	SAMEA2591108_1084475
SAMEA2619531_1885298_38	type_1	MIC	SAMEA2619531_1885298
SAMEA2619531_189586_5	type_1	MIC	SAMEA2619531_189586
SAMEA2623850_1507933_3	type_1	MIC	SAMEA2623850_1507933
SAMEA2621155_623356_8	type_1	MIC	SAMEA2621155_623356
SAMEA2621423_1305623_9	type_1	MIC	SAMEA2621423_1305623
SAMEA2621278_1955789_69	type_1	MIC	SAMEA2621278_1955789
SAMEA2623116_1528666_34	type_1	MIC	SAMEA2623116_1528666
SAMEA2619678_1610908_6	type_1	MIC	SAMEA2619678_1610908
SAMEA2623275_2836296_7	type_1	MIC	SAMEA2623275_2836296
SAMEA2623275_211308_5	type_1	MIC	SAMEA2623275_211308
SAMEA2622837_1866954_6	type_1	MIC	SAMEA2622837_1866954
SAMEA2620081_1776017_4	helio	MIC	SAMEA2620081_1776017
SAMEA2621812_1120067_4	type_1	MIC	SAMEA2621812_1120067
SAMEA2619548_507768_1	type_1	MIC	SAMEA2619548_507768
SAMEA2622219_4934928_4	type_1	MIC	SAMEA2622219_4934928
SAMEA2623135_3007853_7	type_1	MIC	SAMEA2623135_3007853
SAMEA2619840_2011766_7	type_1	MIC	SAMEA2619840_2011766
SAMEA2620828_822717_10	helio	MIC	SAMEA2620828_822717
SAMEA2619667_6_100	type_1	MIC	SAMEA2619667_6
SAMEA2622652_7194_6	type_1	MIC	SAMEA2622652_7194
SAMEA2591108_258251_6	type_1	MIC	SAMEA2591108_258251
SAMEA2591057_122932_5	helio	MIC	SAMEA2591057_122932
SAMEA2623275_1656698_3	helio	MIC	SAMEA2623275_1656698
SAMEA2623826_734675_4	type_1	MIC	SAMEA2623826_734675
SAMEA2621423_1973137_5	type_1	MIC	SAMEA2621423_1973137
SAMEA2619782_5007_2	type_1	MIC	SAMEA2619782_5007
SAMEA2621203_2365200_7	type_1	MIC	SAMEA2621203_2365200
SAMEA2619667_23203_5	type_1	MIC	SAMEA2619667_23203
SAMEA2619548_790908_1	type_1	MIC	SAMEA2619548_790908
SAMEA2621221_943826_6	helio	MIC	SAMEA2621221_943826
SAMEA2621423_135581_12	type_1	MIC	SAMEA2621423_135581
SAMEA2622710_1325677_4	helio	MIC	SAMEA2622710_1325677
SAMEA2621839_1510144_1	type_1	MIC	SAMEA2621839_1510144
SAMEA2622837_1795024_3	helio	MIC	SAMEA2622837_1795024
SAMEA2623463_950799_6	type_1	MIC	SAMEA2623463_950799
SAMEA2622376_1127528_12	type_1	MIC	SAMEA2622376_1127528
SAMEA2621075_80152_11	type_1	MIC	SAMEA2621075_80152
SAMEA2623756_2188174_11	type_1	MIC	SAMEA2623756_2188174
SAMEA2623059_634052_4	type_1	MIC	SAMEA2623059_634052
SAMEA2619766_6017_3	Unclassified	MIC	SAMEA2619766_6017
SAMEA2623350_1005562_55	helio	MIC	SAMEA2623350_1005562
SAMEA2621487_731305_7	type_1	MIC	SAMEA2621487_731305
SAMEA2620929_2566542_5	type_1	MIC	SAMEA2620929_2566542
SAMEA2621254_1703435_2	type_1	MIC	SAMEA2621254_1703435
SAMEA2623734_1198553_2	Unclassified	MIC	SAMEA2623734_1198553
SAMEA2623886_78451_67	type_1	MIC	SAMEA2623886_78451
SAMEA2621401_1135227_4	type_1	MIC	SAMEA2621401_1135227
SAMEA2620259_644033_4	helio	MIC	SAMEA2620259_644033
SAMEA2621075_1617741_83	type_1	MIC	SAMEA2621075_1617741
SAMEA2619782_256_42	type_1	MIC	SAMEA2619782_256
SAMEA2619399_1225474_2	helio	MIC	SAMEA2619399_1225474
SAMEA2623488_1680373_11	type_1	MIC	SAMEA2623488_1680373
SAMEA2621509_991321_3	type_1	MIC	SAMEA2621509_991321
SAMEA2622173_960915_7	type_1	MIC	SAMEA2622173_960915
SAMEA2622336_2305698_8	type_1	MIC	SAMEA2622336_2305698
SAMEA2621203_2829073_7	type_1	MIC	SAMEA2621203_2829073
SAMEA2621203_2955107_5	type_1	MIC	SAMEA2621203_2955107
SAMEA2623673_1363681_2	helio	MIC	SAMEA2623673_1363681
SAMEA2591057_220739_4	type_1	MIC	SAMEA2591057_220739
SAMEA2623116_2044109_14	type_1	MIC	SAMEA2623116_2044109
SAMEA2619879_1328168_2	type_1	MIC	SAMEA2619879_1328168
SAMEA2619548_2766721_3	type_1	MIC	SAMEA2619548_2766721
SAMEA2620404_1200772_4	type_1	MIC	SAMEA2620404_1200772
SAMEA2621839_1420351_7	Unclassified	MIC	SAMEA2621839_1420351
SAMEA2620259_388064_5	Unclassified	MIC	SAMEA2620259_388064
SAMEA2591084_1221508_2	type_1	MIC	SAMEA2591084_1221508
SAMEA2623116_648899_8	type_1	MIC	SAMEA2623116_648899
SAMEA2620404_88891_6	type_1	MIC	SAMEA2620404_88891
SAMEA2622690_2233797_22	type_1	MIC	SAMEA2622690_2233797
SAMEA2619802_10003_5	type_1	MIC	SAMEA2619802_10003
SAMEA2620979_183907_7	type_1	MIC	SAMEA2620979_183907
SAMEA2619766_20873_5	type_1	MIC	SAMEA2619766_20873
SAMEA2621101_2045660_6	type_1	MIC	SAMEA2621101_2045660
SAMEA2621401_1167733_5	type_1	MIC	SAMEA2621401_1167733
SAMEA2622695_914952_5	type_1	MIC	SAMEA2622695_914952
SAMEA2622765_1488339_1	type_1	MIC	SAMEA2622765_1488339
SAMEA2623673_1203979_5	type_1	MIC	SAMEA2623673_1203979
SAMEA2620081_976445_2	helio	MIC	SAMEA2620081_976445
SAMEA2623135_17927_9	type_1	MIC	SAMEA2623135_17927
SAMEA2621076_1506616_6	type_1	MIC	SAMEA2621076_1506616
SAMEA2619678_1749641_68	type_1	MIC	SAMEA2619678_1749641
SAMEA2619531_1808124_17	type_1	MIC	SAMEA2619531_1808124
SAMEA2620979_150603_5	helio	MIC	SAMEA2620979_150603
SAMEA2591074_1081096_2	type_1	MIC	SAMEA2591074_1081096
SAMEA2622336_2152978_2	type_1	MIC	SAMEA2622336_2152978
SAMEA2619840_2442763_9	type_1	MIC	SAMEA2619840_2442763
SAMEA2619927_201882_9	type_1	MIC	SAMEA2619927_201882
SAMEA2623446_141038_15	type_1	MIC	SAMEA2623446_141038
SAMEA2621812_672916_4	type_1	MIC	SAMEA2621812_672916
SAMEA2621203_1844378_3	helio	MIC	SAMEA2621203_1844378
SAMEA2619548_1975742_7	type_1	MIC	SAMEA2619548_1975742
SAMEA2621203_1844378_5	helio	MIC	SAMEA2621203_1844378
SAMEA2620979_507926_7	helio	MIC	SAMEA2620979_507926
SAMEA2622766_1594860_11	helio	MIC	SAMEA2622766_1594860
SAMEA2620979_1664180_13	type_1	MIC	SAMEA2620979_1664180
SAMEA2622097_275640_5	helio	MIC	SAMEA2622097_275640
SAMEA2622716_1773690_1	helio	MIC	SAMEA2622716_1773690
SAMEA2621839_1344298_11	type_1	MIC	SAMEA2621839_1344298
SAMEA2622822_1630672_4	type_1	MIC	SAMEA2622822_1630672
SAMEA2619548_1468266_6	type_1	MIC	SAMEA2619548_1468266
SAMEA2622074_444128_4	type_1	MIC	SAMEA2622074_444128
SAMEA2621132_1121046_41	type_1	MIC	SAMEA2621132_1121046
SAMEA2619766_182_57	type_1	MIC	SAMEA2619766_182
SAMEA2620570_707034_18	helio	MIC	SAMEA2620570_707034
SAMEA2591074_701683_4	type_1	MIC	SAMEA2591074_701683
SAMEA2620979_1867738_2	type_1	MIC	SAMEA2620979_1867738
SAMEA2619531_1472360_67	type_1	MIC	SAMEA2619531_1472360
SAMEA2591108_1486232_13	Unclassified	MIC	SAMEA2591108_1486232
SAMEA2619802_8520_5	type_1	MIC	SAMEA2619802_8520
SAMEA2619667_21759_3	type_1	MIC	SAMEA2619667_21759
SAMEA2621132_2908170_4	type_1	MIC	SAMEA2621132_2908170
SAMEA2619667_7989_1	type_1	MIC	SAMEA2619667_7989
SAMEA2622817_1699528_1	type_1	MIC	SAMEA2622817_1699528
SAMEA2591108_1188282_2	Unclassified	MIC	SAMEA2591108_1188282
SAMEA2619399_3150436_25	type_1	MIC	SAMEA2619399_3150436
SAMEA2621020_1944497_3	type_1	MIC	SAMEA2621020_1944497
SAMEA2623116_1826693_7	type_1	MIC	SAMEA2623116_1826693
SAMEA2591108_753937_21	type_1	MIC	SAMEA2591108_753937
SAMEA2623350_971409_9	type_1	MIC	SAMEA2623350_971409
SAMEA2619399_1806407_1	type_1	MIC	SAMEA2619399_1806407
SAMEA2619548_2122908_3	type_1	MIC	SAMEA2619548_2122908
SAMEA2619399_1091432_33	type_1	MIC	SAMEA2619399_1091432
SAMEA2622097_782210_14	type_1	MIC	SAMEA2622097_782210
SAMEA2620970_626409_5	type_1	MIC	SAMEA2620970_626409
SAMEA2622074_1047232_1	type_1	MIC	SAMEA2622074_1047232
SAMEA2623135_729787_4	type_1	MIC	SAMEA2623135_729787
SAMEA2622657_1176858_4	type_1	MIC	SAMEA2622657_1176858
SAMEA2621260_1410034_10	type_1	MIC	SAMEA2621260_1410034
SAMEA2621021_1774987_4	helio	MIC	SAMEA2621021_1774987
SAMEA2623627_921618_15	type_1	MIC	SAMEA2623627_921618
SAMEA2619399_1276298_4	type_1	MIC	SAMEA2619399_1276298
SAMEA2623275_617564_46	type_1	MIC	SAMEA2623275_617564
SAMEA2622690_722258_10	type_1	MIC	SAMEA2622690_722258
SAMEA2623627_2902899_5	type_1	MIC	SAMEA2623627_2902899
SAMEA2620979_620183_10	type_1	MIC	SAMEA2620979_620183
SAMEA2621254_485619_10	type_1	MIC	SAMEA2621254_485619
SAMEA2619376_9_147	type_1	MIC	SAMEA2619376_9
SAMEA2623673_685916_9	helio	MIC	SAMEA2623673_685916
SAMEA2619782_11308_2	type_1	MIC	SAMEA2619782_11308
SAMEA2620855_847055_7	helio	MIC	SAMEA2620855_847055
SAMEA2623627_2011180_2	type_1	MIC	SAMEA2623627_2011180
SAMEA2622219_3350067_27	type_1	MIC	SAMEA2622219_3350067
SAMEA2623275_91194_21	type_1	MIC	SAMEA2623275_91194
SAMEA2620230_2417755_1	type_1	MIC	SAMEA2620230_2417755
SAMEA2619952_182684_6	type_1	MIC	SAMEA2619952_182684
SAMEA2620217_1364836_15	type_1	MIC	SAMEA2620217_1364836
SAMEA2619399_210770_7	type_1	MIC	SAMEA2619399_210770
SAMEA2619766_1787_16	type_1	MIC	SAMEA2619766_1787
SAMEA2621045_731448_4	type_1	MIC	SAMEA2621045_731448
SAMEA2621260_2036513_4	type_1	MIC	SAMEA2621260_2036513
SAMEA2591098_7452_4	type_1	MIC	SAMEA2591098_7452
SAMEA2619927_687377_23	helio	MIC	SAMEA2619927_687377
SAMEA2622822_1682307_3	Unclassified	MIC	SAMEA2622822_1682307
SAMEA2623868_455242_8	type_1	MIC	SAMEA2623868_455242
SAMEA2622048_4063490_15	type_1	MIC	SAMEA2622048_4063490
SAMEA2623059_306406_5	type_1	MIC	SAMEA2623059_306406
SAMEA2619766_27262_4	type_1	MIC	SAMEA2619766_27262
SAMEA2621839_974553_4	helio	MIC	SAMEA2621839_974553
SAMEA2619376_4869_1	helio	MIC	SAMEA2619376_4869
SAMEA2619548_337353_18	helio	MIC	SAMEA2619548_337353
SAMEA2619678_1091987_5	type_1	MIC	SAMEA2619678_1091987
SAMEA2619927_684581_5	type_1	MIC	SAMEA2619927_684581
SAMEA2620672_245924_1	type_1	MIC	SAMEA2620672_245924
SAMEA2619548_2593997_5	type_1	MIC	SAMEA2619548_2593997
SAMEA2620979_502983_1	helio	MIC	SAMEA2620979_502983
SAMEA2621423_2126125_5	helio	MIC	SAMEA2621423_2126125
SAMEA2621259_2156440_2	type_1	MIC	SAMEA2621259_2156440
SAMEA2622716_702007_54	type_1	MIC	SAMEA2622716_702007
SAMEA2622402_2594376_2	helio	MIC	SAMEA2622402_2594376
SAMEA2623850_417853_8	type_1	MIC	SAMEA2623850_417853
SAMEA2623079_305571_4	type_1	MIC	SAMEA2623079_305571
SAMEA2621401_1502271_3	type_1	MIC	SAMEA2621401_1502271
SAMEA2619548_2251627_1	type_1	MIC	SAMEA2619548_2251627
SAMEA2619678_18326_3	type_1	MIC	SAMEA2619678_18326
SAMEA2619667_33585_3	type_1	MIC	SAMEA2619667_33585
SAMEA2620979_711672_13	type_1	MIC	SAMEA2620979_711672
SAMEA2620979_1438904_6	helio	MIC	SAMEA2620979_1438904
SAMEA2621076_1879790_7	type_1	MIC	SAMEA2621076_1879790
SAMEA2620890_2657093_7	type_1	MIC	SAMEA2620890_2657093
SAMEA2621839_2262449_6	type_1	MIC	SAMEA2621839_2262449
SAMEA2622765_1886921_3	type_1	MIC	SAMEA2622765_1886921
SAMEA2619782_2909_10	helio	MIC	SAMEA2619782_2909
SAMEA2621509_848262_3	type_1	MIC	SAMEA2621509_848262
SAMEA2619766_31_105	type_1	MIC	SAMEA2619766_31
SAMEA2622822_265222_7	type_1	MIC	SAMEA2622822_265222
SAMEA2622097_484551_10	Unclassified	MIC	SAMEA2622097_484551
SAMEA2622097_160859_6	type_1	MIC	SAMEA2622097_160859
SAMEA2622765_1913903_3	type_1	MIC	SAMEA2622765_1913903
SAMEA2623673_1254790_4	helio	MIC	SAMEA2623673_1254790
SAMEA2620995_1049625_3	type_1	MIC	SAMEA2620995_1049625
SAMEA2620980_73288_12	helio	MIC	SAMEA2620980_73288
SAMEA2621277_1153341_3	helio	MIC	SAMEA2621277_1153341
SAMEA2620979_119526_3	type_1	MIC	SAMEA2620979_119526
SAMEA2619782_3066_17	type_1	MIC	SAMEA2619782_3066
SAMEA2621277_2677024_6	helio	MIC	SAMEA2621277_2677024
SAMEA2619531_913490_5	type_1	MIC	SAMEA2619531_913490
SAMEA2619531_1176889_5	type_1	MIC	SAMEA2619531_1176889
SAMEA2619782_591_8	type_1	MIC	SAMEA2619782_591
SAMEA2591108_1846850_31	type_1	MIC	SAMEA2591108_1846850
SAMEA2621155_1031902_1	type_1	MIC	SAMEA2621155_1031902
SAMEA2621536_1397473_4	type_1	MIC	SAMEA2621536_1397473
SAMEA2619818_14_27	type_1	MIC	SAMEA2619818_14
SAMEA2623350_1994256_4	type_1	MIC	SAMEA2623350_1994256
SAMEA2619766_7695_5	type_1	MIC	SAMEA2619766_7695
SAMEA2622737_2485259_11	type_1	MIC	SAMEA2622737_2485259
SAMEA2623295_1786585_5	type_1	MIC	SAMEA2623295_1786585
SAMEA2619818_43501_4	type_1	MIC	SAMEA2619818_43501
SAMEA2620980_1434656_26	type_1	MIC	SAMEA2620980_1434656
SAMEA2622219_4955745_1	type_1	MIC	SAMEA2622219_4955745
SAMEA2623059_1072183_4	type_1	MIC	SAMEA2623059_1072183
SAMEA2621203_2823947_5	type_1	MIC	SAMEA2621203_2823947
SAMEA2621536_1493439_1	type_1	MIC	SAMEA2621536_1493439
SAMEA2621254_1331743_28	type_1	MIC	SAMEA2621254_1331743
SAMEA2620404_1120609_47	type_1	MIC	SAMEA2620404_1120609
SAMEA2623116_2940664_5	Unclassified	MIC	SAMEA2623116_2940664
SAMEA2623135_923473_2	helio	MIC	SAMEA2623135_923473
SAMEA2619548_753145_1	type_1	MIC	SAMEA2619548_753145
SAMEA2591057_859571_4	type_1	MIC	SAMEA2591057_859571
SAMEA2622695_1533629_13	type_1	MIC	SAMEA2622695_1533629
SAMEA2619678_2729700_18	type_1	MIC	SAMEA2619678_2729700
SAMEA2622822_2047507_2_17	type_1	MIC	SAMEA2622822_2047507
SAMEA2621044_1425279_9	type_1	MIC	SAMEA2621044_1425279
SAMEA2620035_696094_2	type_1	MIC	SAMEA2620035_696094
SAMEA2619531_1759950_9	helio	MIC	SAMEA2619531_1759950
SAMEA2619399_1376213_11	type_1	MIC	SAMEA2619399_1376213
SAMEA2621536_338737_1	type_1	MIC	SAMEA2621536_338737
SAMEA2619802_1232_8	type_1	MIC	SAMEA2619802_1232
SAMEA2621021_1271163_1	type_1	MIC	SAMEA2621021_1271163
SAMEA2621401_490410_5	type_1	MIC	SAMEA2621401_490410
SAMEA2620979_1724555_6	type_1	MIC	SAMEA2620979_1724555
SAMEA2622119_600187_5	type_1	MIC	SAMEA2622119_600187
SAMEA2621216_3319480_3	type_1	MIC	SAMEA2621216_3319480
SAMEA2591108_975459_9	helio	MIC	SAMEA2591108_975459
SAMEA2623756_1610606_9	type_1	MIC	SAMEA2623756_1610606
SAMEA2619531_1154619_39	type_1	MIC	SAMEA2619531_1154619
SAMEA2619531_1704938_6	type_1	MIC	SAMEA2619531_1704938
SAMEA2621203_2456461_6	type_1	MIC	SAMEA2621203_2456461
SAMEA2621812_1247311_6	helio	MIC	SAMEA2621812_1247311
SAMEA2620979_142417_3	type_1	MIC	SAMEA2620979_142417
SAMEA2621277_2913178_6	helio	MIC	SAMEA2621277_2913178
SAMEA2619548_526558_7	helio	MIC	SAMEA2619548_526558
SAMEA2622149_1580937_8	type_1	MIC	SAMEA2622149_1580937
SAMEA2621812_806454_6	type_1	MIC	SAMEA2621812_806454
SAMEA2622545_2054560_9	Unclassified	MIC	SAMEA2622545_2054560
SAMEA2621132_2316690_6	Unclassified	MIC	SAMEA2621132_2316690
SAMEA2591108_137790_3	type_1	MIC	SAMEA2591108_137790
SAMEA2619952_2171235_5	type_1	MIC	SAMEA2619952_2171235
SAMEA2621401_563216_5	type_1	MIC	SAMEA2621401_563216
SAMEA2621013_884942_9	type_1	MIC	SAMEA2621013_884942
SAMEA2623116_321478_11	type_1	MIC	SAMEA2623116_321478
SAMEA2619782_23792_4	type_1	MIC	SAMEA2619782_23792
SAMEA2622716_1257898_1	helio	MIC	SAMEA2622716_1257898
SAMEA2620980_1294662_12	type_1	MIC	SAMEA2620980_1294662
SAMEA2623673_2544784_8	type_1	MIC	SAMEA2623673_2544784
SAMEA2620950_1008285_8	type_1	MIC	SAMEA2620950_1008285
SAMEA2619782_199_27	helio	MIC	SAMEA2619782_199
SAMEA2623734_1132328_2	type_1	MIC	SAMEA2623734_1132328
SAMEA2619766_9023_2	type_1	MIC	SAMEA2619766_9023
SAMEA2622823_686852_9	helio	MIC	SAMEA2622823_686852
SAMEA2621176_565324_14	Unclassified	MIC	SAMEA2621176_565324
SAMEA2619667_4709_2	type_1	MIC	SAMEA2619667_4709
SAMEA2623116_1093330_5	helio	MIC	SAMEA2623116_1093330
SAMEA2620542_2360595_9	type_1	MIC	SAMEA2620542_2360595
SAMEA2622219_3799170_1	type_1	MIC	SAMEA2622219_3799170
SAMEA2619782_824_33	type_1	MIC	SAMEA2619782_824
SAMEA2622737_90202_6	type_1	MIC	SAMEA2622737_90202
SAMEA2620980_1827033_1	type_1	MIC	SAMEA2620980_1827033
SAMEA2623463_2283511_7	helio	MIC	SAMEA2623463_2283511
SAMEA2620979_1700973_6	helio	MIC	SAMEA2620979_1700973
SAMEA2619766_9993_9	type_1	MIC	SAMEA2619766_9993
SAMEA2619548_2544255_2	type_1	MIC	SAMEA2619548_2544255
SAMEA2621076_595160_3	type_1	MIC	SAMEA2621076_595160
SAMEA2621132_2275075_1	type_1	MIC	SAMEA2621132_2275075
SAMEA2591057_247080_11	type_1	MIC	SAMEA2591057_247080
SAMEA2622173_923146_2	type_1	MIC	SAMEA2622173_923146
SAMEA2621277_443545_1	helio	MIC	SAMEA2621277_443545
SAMEA2622715_2021598_4	type_1	MIC	SAMEA2622715_2021598
SAMEA2619782_25656_1	helio	MIC	SAMEA2619782_25656
SAMEA2622219_2540856_5	helio	MIC	SAMEA2622219_2540856
SAMEA2621509_1503325_5	type_1	MIC	SAMEA2621509_1503325
SAMEA2620570_1414620_4	type_1	MIC	SAMEA2620570_1414620
SAMEA2621401_1709746_2	helio	MIC	SAMEA2621401_1709746
SAMEA2620980_1977965_73	type_1	MIC	SAMEA2620980_1977965
SAMEA2623488_1867846_3	type_1	MIC	SAMEA2623488_1867846
SAMEA2621075_1406407_2	helio	MIC	SAMEA2621075_1406407
SAMEA2620979_525353_2	type_1	MIC	SAMEA2620979_525353
SAMEA2619782_2705_5	helio	MIC	SAMEA2619782_2705
SAMEA2623627_1806757_7	type_1	MIC	SAMEA2623627_1806757
SAMEA2620929_2023546_4	type_1	MIC	SAMEA2620929_2023546
SAMEA2622690_2123894_35	type_1	MIC	SAMEA2622690_2123894
SAMEA2619952_1850203_9	type_1	MIC	SAMEA2619952_1850203
SAMEA2619766_4779_3	type_1	MIC	SAMEA2619766_4779
SAMEA2621277_2071324_5	Unclassified	MIC	SAMEA2621277_2071324
SAMEA2621536_1751056_1	type_1	MIC	SAMEA2621536_1751056
SAMEA2621020_717986_6	type_1	MIC	SAMEA2621020_717986
SAMEA2623463_1416886_15	type_1	MIC	SAMEA2623463_1416886
SAMEA2621859_1171286_4	type_1	MIC	SAMEA2621859_1171286
SAMEA2591122_1883563_6	type_1	MIC	SAMEA2591122_1883563
SAMEA2621423_780388_18	helio	MIC	SAMEA2621423_780388
SAMEA2621779_336054_2	type_1	MIC	SAMEA2621779_336054
SAMEA2619782_88_121	type_1	MIC	SAMEA2619782_88
SAMEA2621203_2414665_8	type_1	MIC	SAMEA2621203_2414665
SAMEA2621044_1402150_3	type_1	MIC	SAMEA2621044_1402150
SAMEA2621020_1230925_8	type_1	MIC	SAMEA2621020_1230925
SAMEA2619678_663006_9	type_1	MIC	SAMEA2619678_663006
SAMEA2621013_409468_1	type_1	MIC	SAMEA2621013_409468
SAMEA2621021_2097730_5	type_1	MIC	SAMEA2621021_2097730
SAMEA2621075_1283535_6	type_1	MIC	SAMEA2621075_1283535
SAMEA2623135_753636_12	type_1	MIC	SAMEA2623135_753636
SAMEA2622402_1524300_1	type_1	MIC	SAMEA2622402_1524300
SAMEA2621779_1732751_1	helio	MIC	SAMEA2621779_1732751
SAMEA2622097_262053_2	helio	MIC	SAMEA2622097_262053
SAMEA2619531_560971_21	helio	MIC	SAMEA2619531_560971
SAMEA2620217_79258_1	type_1	MIC	SAMEA2620217_79258
SAMEA2621198_1279953_1	type_1	MIC	SAMEA2621198_1279953
SAMEA2621203_2685613_1	type_1	MIC	SAMEA2621203_2685613
SAMEA2621044_95932_10	type_1	MIC	SAMEA2621044_95932
SAMEA2623350_2234540_13	helio	MIC	SAMEA2623350_2234540
SAMEA2620570_2083245_18	helio	MIC	SAMEA2620570_2083245
SAMEA2621812_1161027_3	type_1	MIC	SAMEA2621812_1161027
SAMEA2622690_289829_6	type_1	MIC	SAMEA2622690_289829
SAMEA2623850_2043511_9	type_1	MIC	SAMEA2623850_2043511
SAMEA2620979_2490_43	helio	MIC	SAMEA2620979_2490
SAMEA2621839_1606434_4	helio	MIC	SAMEA2621839_1606434
SAMEA2622173_969665_7	type_1	MIC	SAMEA2622173_969665
SAMEA2619399_1743454_8	type_1	MIC	SAMEA2619399_1743454
SAMEA2622715_305105_15	type_1	MIC	SAMEA2622715_305105
SAMEA2591122_833909_15	type_1	MIC	SAMEA2591122_833909
SAMEA2620786_4923486_8	type_1	MIC	SAMEA2620786_4923486
SAMEA2621075_3104626_3	Unclassified	MIC	SAMEA2621075_3104626
SAMEA2621423_2142936_9	helio	MIC	SAMEA2621423_2142936
SAMEA2622696_1585831_5	type_1	MIC	SAMEA2622696_1585831
SAMEA2622499_2723343_10	helio	MIC	SAMEA2622499_2723343
SAMEA2591108_839884_8	type_1	MIC	SAMEA2591108_839884
SAMEA2623463_1888647_1	type_1	MIC	SAMEA2623463_1888647
SAMEA2622715_740254_1	type_1	MIC	SAMEA2622715_740254
